# V_Solar_35 I_Solar_35 V_Solar_45 I_Solar_45 V_Solar_55 I_Solar_55 V_Solar_65 I_Solar_65 V_Solar_75 I_Solar_75
0.108	0.080	0.070	0.050	0.067	0.070	0.078	0.120	0.066	0.120
0.207	0.380	0.105	0.110	0.124	0.220	0.147	0.400	0.165	0.690
0.290	1.170	0.142	0.200	0.205	0.680	0.220	1.070	0.215	1.410
0.319	1.750	0.198	0.450	0.230	1.030	0.223	1.110	0.274	3.240
0.346	2.530	0.244	0.830	0.255	1.400	0.275	2.390	0.315	5.980
0.369	3.490	0.268	1.170	0.271	1.700	0.308	3.880	0.325	7.080
0.384	4.290	0.278	1.360	0.294	2.500	0.320	4.380	0.335	8.250
0.392	4.860	0.291	1.620	0.308	2.840	0.326	5.000	0.344	9.700
0.401	5.530	0.303	1.890	0.328	3.780	0.340	5.730	0.350	10.720
0.408	6.160	0.311	2.120	0.338	4.460	0.364	8.960	0.353	11.210
0.412	6.560	0.320	2.400	0.355	5.650	0.374	10.760	0.357	12.070
0.416	6.970	0.333	2.870	0.361	6.210	0.378	11.010	0.365	13.430
0.421	7.480	0.339	3.140	0.369	6.300	0.395	15.300	0.371	14.710
0.426	8.200	0.348	3.510	0.385	8.980	0.395	15.300	0.371	14.710
0.433	9.000	0.354	3.880	0.390	9.770	0.395	15.300	0.371	14.710
0.436	9.740	0.357	4.080	0.392	10.100	0.395	15.300	0.371	14.710
0.442	10.460	0.364	4.570	0.396	10.650	0.395	15.300	0.371	14.710
0.447	11.180	0.369	4.970	0.399	11.220	0.395	15.300	0.371	14.710
0.451	11.880	0.374	5.350	0.405	12.300	0.395	15.300	0.371	14.710
0.454	12.500	0.387	6.530	0.411	13.720	0.395	15.300	0.371	14.710
0.458	13.740	0.388	6.640	0.411	13.720	0.395	15.300	0.371	14.710
0.458	13.740	0.402	8.100	0.411	13.720	0.395	15.300	0.371	14.710
0.458	13.740	0.403	8.320	0.411	13.720	0.395	15.300	0.371	14.710
0.458	13.740	0.414	9.720	0.411	13.720	0.395	15.300	0.371	14.710
0.458	13.740	0.419	10.550	0.411	13.720	0.395	15.300	0.371	14.710
0.458	13.740	0.422	11.060	0.411	13.720	0.395	15.300	0.371	14.710
0.458	13.740	0.425	11.520	0.411	13.720	0.395	15.300	0.371	14.710
0.458	13.740	0.431	12.770	0.411	13.720	0.395	15.300	0.371	14.710
0.458	13.740	0.438	14.440	0.411	13.720	0.395	15.300	0.371	14.710
