1.000000e+00 2.040816e-01 1.000000e+00 1.428163e-03 
1.100000e+00 2.040816e-01 1.100000e+00 1.570935e-03 
1.200000e+00 2.040816e-01 1.200000e+00 1.713698e-03 
1.300000e+00 2.040816e-01 1.300000e+00 1.856453e-03 
1.400000e+00 2.040816e-01 1.400000e+00 1.999200e-03 
1.500000e+00 2.040816e-01 1.500000e+00 2.141939e-03 
1.600000e+00 2.040816e-01 1.600000e+00 2.284670e-03 
1.700000e+00 2.040816e-01 1.700000e+00 2.427392e-03 
1.800000e+00 2.040816e-01 1.800000e+00 2.570107e-03 
1.900000e+00 2.040816e-01 1.900000e+00 2.712813e-03 
2.000000e+00 2.040816e-01 2.000000e+00 2.855511e-03 
2.100000e+00 2.040816e-01 2.100000e+00 2.998201e-03 
2.200000e+00 2.040816e-01 2.200000e+00 3.140883e-03 
2.300000e+00 2.040816e-01 2.300000e+00 3.283557e-03 
2.400000e+00 2.040816e-01 2.400000e+00 3.426222e-03 
2.500000e+00 2.040816e-01 2.500000e+00 3.568879e-03 
2.600000e+00 2.040816e-01 2.600000e+00 3.711529e-03 
2.700000e+00 2.040816e-01 2.700000e+00 3.854170e-03 
2.800000e+00 2.040816e-01 2.800000e+00 3.996803e-03 
2.900000e+00 2.040816e-01 2.900000e+00 4.139427e-03 
3.000000e+00 2.040816e-01 3.000000e+00 4.282044e-03 
3.100000e+00 2.040816e-01 3.100000e+00 4.424652e-03 
3.200000e+00 2.040816e-01 3.200000e+00 4.567253e-03 
3.300000e+00 2.040816e-01 3.300000e+00 4.709845e-03 
3.400000e+00 2.040816e-01 3.400000e+00 4.852429e-03 
3.500000e+00 2.040816e-01 3.500000e+00 4.995005e-03 
3.600000e+00 2.040816e-01 3.600000e+00 5.137573e-03 
3.700000e+00 2.040816e-01 3.700000e+00 5.280132e-03 
3.800000e+00 2.040816e-01 3.800000e+00 5.422684e-03 
3.900000e+00 2.040816e-01 3.900000e+00 5.565227e-03 
4.000000e+00 2.040816e-01 4.000000e+00 5.707763e-03 
4.100000e+00 2.040816e-01 4.100000e+00 5.850290e-03 
4.200000e+00 2.040816e-01 4.200000e+00 5.992809e-03 
4.300000e+00 2.040816e-01 4.300000e+00 6.135319e-03 
4.400000e+00 2.040816e-01 4.400000e+00 6.277822e-03 
4.500000e+00 2.040816e-01 4.500000e+00 6.420317e-03 
4.600000e+00 2.040816e-01 4.600000e+00 6.562803e-03 
4.700000e+00 2.040816e-01 4.700000e+00 6.705281e-03 
4.800000e+00 2.040816e-01 4.800000e+00 6.847752e-03 
4.900000e+00 2.040816e-01 4.900000e+00 6.990214e-03 
5.000000e+00 2.040816e-01 5.000000e+00 7.132668e-03 
5.100000e+00 2.040816e-01 5.100000e+00 7.275113e-03 
5.200000e+00 2.040816e-01 5.200000e+00 7.417551e-03 
5.300000e+00 2.040816e-01 5.300000e+00 7.559981e-03 
5.400000e+00 2.040816e-01 5.400000e+00 7.702402e-03 
5.500000e+00 2.040816e-01 5.500000e+00 7.844815e-03 
5.600000e+00 2.040816e-01 5.600000e+00 7.987220e-03 
5.700000e+00 2.040816e-01 5.700000e+00 8.129617e-03 
5.800000e+00 2.040816e-01 5.800000e+00 8.272006e-03 
5.900000e+00 2.040816e-01 5.900000e+00 8.414387e-03 
6.000000e+00 2.040816e-01 6.000000e+00 8.556760e-03 
6.100000e+00 2.040816e-01 6.100000e+00 8.699124e-03 
6.200000e+00 2.040816e-01 6.200000e+00 8.841481e-03 
6.300000e+00 2.040816e-01 6.300000e+00 8.983829e-03 
6.400000e+00 2.040816e-01 6.400000e+00 9.126169e-03 
6.500000e+00 2.040816e-01 6.500000e+00 9.268501e-03 
6.600000e+00 2.040816e-01 6.600000e+00 9.410825e-03 
6.700000e+00 2.040816e-01 6.700000e+00 9.553141e-03 
6.800000e+00 2.040816e-01 6.800000e+00 9.695449e-03 
6.900000e+00 2.040816e-01 6.900000e+00 9.837748e-03 
7.000000e+00 2.040816e-01 7.000000e+00 9.980040e-03 
7.100000e+00 2.040816e-01 7.100000e+00 1.012232e-02 
7.200000e+00 2.040816e-01 7.200000e+00 1.026460e-02 
7.300000e+00 2.040816e-01 7.300000e+00 1.040687e-02 
7.400000e+00 2.040816e-01 7.400000e+00 1.054912e-02 
7.500000e+00 2.040816e-01 7.500000e+00 1.069138e-02 
7.600000e+00 2.040816e-01 7.600000e+00 1.083362e-02 
7.700000e+00 2.040816e-01 7.700000e+00 1.097585e-02 
7.800000e+00 2.040816e-01 7.800000e+00 1.111808e-02 
7.900000e+00 2.040816e-01 7.900000e+00 1.126030e-02 
8.000000e+00 2.040816e-01 8.000000e+00 1.140251e-02 
8.100000e+00 2.040816e-01 8.100000e+00 1.154471e-02 
8.200000e+00 2.040816e-01 8.200000e+00 1.168690e-02 
8.300000e+00 2.040816e-01 8.300000e+00 1.182909e-02 
8.400000e+00 2.040816e-01 8.400000e+00 1.197127e-02 
8.500000e+00 2.040816e-01 8.500000e+00 1.211344e-02 
8.600000e+00 2.040816e-01 8.600000e+00 1.225560e-02 
8.700000e+00 2.040816e-01 8.700000e+00 1.239775e-02 
8.800000e+00 2.040816e-01 8.800000e+00 1.253990e-02 
8.900000e+00 2.040816e-01 8.900000e+00 1.268204e-02 
9.000000e+00 2.040816e-01 9.000000e+00 1.282417e-02 
9.100000e+00 2.040816e-01 9.100000e+00 1.296629e-02 
9.200000e+00 2.040816e-01 9.200000e+00 1.310840e-02 
9.300000e+00 2.040816e-01 9.300000e+00 1.325051e-02 
9.400000e+00 2.040816e-01 9.400000e+00 1.339260e-02 
9.500000e+00 2.040816e-01 9.500000e+00 1.353469e-02 
9.600000e+00 2.040816e-01 9.600000e+00 1.367677e-02 
9.700000e+00 2.040816e-01 9.700000e+00 1.381884e-02 
9.800000e+00 2.040816e-01 9.800000e+00 1.396091e-02 
9.900000e+00 2.040816e-01 9.900000e+00 1.410297e-02 
1.000000e+01 2.040816e-01 1.000000e+01 1.424501e-02 
1.010000e+01 2.040816e-01 1.010000e+01 1.438705e-02 
1.020000e+01 2.040816e-01 1.020000e+01 1.452909e-02 
1.030000e+01 2.040816e-01 1.030000e+01 1.467111e-02 
1.040000e+01 2.040816e-01 1.040000e+01 1.481313e-02 
1.050000e+01 2.040816e-01 1.050000e+01 1.495513e-02 
1.060000e+01 2.040816e-01 1.060000e+01 1.509713e-02 
1.070000e+01 2.040816e-01 1.070000e+01 1.523913e-02 
1.080000e+01 2.040816e-01 1.080000e+01 1.538111e-02 
1.090000e+01 2.040816e-01 1.090000e+01 1.552309e-02 
1.100000e+01 2.040816e-01 1.100000e+01 1.566505e-02 
1.110000e+01 2.040816e-01 1.110000e+01 1.580701e-02 
1.120000e+01 2.040816e-01 1.120000e+01 1.594896e-02 
1.130000e+01 2.040816e-01 1.130000e+01 1.609091e-02 
1.140000e+01 2.040816e-01 1.140000e+01 1.623284e-02 
1.150000e+01 2.040816e-01 1.150000e+01 1.637477e-02 
1.160000e+01 2.040816e-01 1.160000e+01 1.651669e-02 
1.170000e+01 2.040816e-01 1.170000e+01 1.665860e-02 
1.180000e+01 2.040816e-01 1.180000e+01 1.680050e-02 
1.190000e+01 2.040816e-01 1.190000e+01 1.694240e-02 
1.200000e+01 2.040816e-01 1.200000e+01 1.708428e-02 
1.210000e+01 2.040816e-01 1.210000e+01 1.722616e-02 
1.220000e+01 2.040816e-01 1.220000e+01 1.736803e-02 
1.230000e+01 2.040816e-01 1.230000e+01 1.750989e-02 
1.240000e+01 2.040816e-01 1.240000e+01 1.765175e-02 
1.250000e+01 2.040816e-01 1.250000e+01 1.779359e-02 
1.260000e+01 2.040816e-01 1.260000e+01 1.793543e-02 
1.270000e+01 2.040816e-01 1.270000e+01 1.807726e-02 
1.280000e+01 2.040816e-01 1.280000e+01 1.821908e-02 
1.290000e+01 2.040816e-01 1.290000e+01 1.836090e-02 
1.300000e+01 2.040816e-01 1.300000e+01 1.850270e-02 
1.310000e+01 2.040816e-01 1.310000e+01 1.864450e-02 
1.320000e+01 2.040816e-01 1.320000e+01 1.878629e-02 
1.330000e+01 2.040816e-01 1.330000e+01 1.892807e-02 
1.340000e+01 2.040816e-01 1.340000e+01 1.906985e-02 
1.350000e+01 2.040816e-01 1.350000e+01 1.921161e-02 
1.360000e+01 2.040816e-01 1.360000e+01 1.935337e-02 
