-1.098919	-0.00901081
-1.08982	-0.009001801
-1.080721	-0.008992792
-1.071622	-0.008983783
-1.062523	-0.008974774
-1.053423	-0.008965765
-1.044324	-0.008956756
-1.035225	-0.008947747
-1.026126	-0.008938738
-1.017027	-0.008929729
-1.007928	-0.00892072
-0.9988289	-0.008911711
-0.9897298	-0.008902702
-0.9806307	-0.008893693
-0.9715316	-0.008884684
-0.9624325	-0.008875675
-0.9533334	-0.008866666
-0.9442343	-0.008857657
-0.9351352	-0.008848648
-0.9260361	-0.008839639
-0.916937	-0.00883063
-0.9078379	-0.008821621
-0.8987388	-0.008812612
-0.8896397	-0.008803603
-0.8805406	-0.008794594
-0.8714415	-0.008785585
-0.8623424	-0.008776576
-0.8532433	-0.008767567
-0.8441442	-0.008758558
-0.8350451	-0.008749549
-0.825946	-0.00874054
-0.8168469	-0.008731531
-0.8077478	-0.008722522
-0.7986487	-0.008713513
-0.7895496	-0.008704504
-0.7804506	-0.008695494
-0.7713515	-0.008686485
-0.7622524	-0.008677476
-0.7531533	-0.008668467
-0.7440542	-0.008659458
-0.7349551	-0.008650449
-0.725856	-0.00864144
-0.7167569	-0.008632431
-0.7076578	-0.008623422
-0.6985587	-0.008614413
-0.6894596	-0.008605404
-0.6803605	-0.008596395
-0.6712614	-0.008587386
-0.6621623	-0.008578377
-0.6530632	-0.008569368
-0.6439642	-0.008560358
-0.6348651	-0.008551349
-0.625766	-0.00854234
-0.6166669	-0.008533331
-0.6075678	-0.008524322
-0.5984687	-0.008515313
-0.5893696	-0.008506304
-0.5802705	-0.008497295
-0.5711715	-0.008488285
-0.5620724	-0.008479276
-0.5529733	-0.008470267
-0.5438742	-0.008461258
-0.5347751	-0.008452249
-0.5256761	-0.008443239
-0.516577	-0.00843423
-0.5074779	-0.008425221
-0.4983789	-0.008416211
-0.4892798	-0.008407202
-0.4801807	-0.008398193
-0.4710817	-0.008389183
-0.4619826	-0.008380174
-0.4528835	-0.008371165
-0.4437845	-0.008362155
-0.4346855	-0.008353145
-0.4255864	-0.008344136
-0.4164874	-0.008335126
-0.4073884	-0.008326116
-0.3982894	-0.008317106
-0.3891904	-0.008308096
-0.3800914	-0.008299086
-0.3709924	-0.008290076
-0.3618934	-0.008281066
-0.3527945	-0.008272055
-0.3436956	-0.008263044
-0.3345967	-0.008254033
