-0.3254978	-0.008245022
-0.316399	-0.00823601
-0.3073002	-0.008226998
-0.2982015	-0.008217985
-0.2891029	-0.008208971
-0.2800043	-0.008199957
-0.2709059	-0.008190941
-0.2618076	-0.008181924
-0.2527094	-0.008172906
-0.2436115	-0.008163885
-0.2345139	-0.008154861
-0.2254166	-0.008145834
-0.2163196	-0.008136804
-0.207223	-0.00812777
-0.1981269	-0.008118731
-0.1890314	-0.008109686
-0.1799365	-0.008100635
-0.1708425	-0.008091575
-0.1617494	-0.008082506
-0.1526575	-0.008073425
-0.1435669	-0.008064331
-0.1344779	-0.008055221
-0.1253909	-0.008046091
-0.1163062	-0.008036938
-0.1072241	-0.008027759
-0.09814535	-0.008018547
-0.08907039	-0.008009296
-0.08	-0.008
-0.07093502	-0.00799065
-0.06187648	-0.007981235
-0.05282555	-0.007971744
-0.04378366	-0.007962163
-0.03475248	-0.007952475
-0.02573396	-0.00794266
-0.01673042	-0.007932696
-0.007744554	-0.007922554
0.00122047	-0.007912205
0.01016097	-0.00790161
0.01907266	-0.007890727
0.02795061	-0.007879506
0.03678913	-0.007867891
0.04558172	-0.007855817
0.05432104	-0.00784321
0.0629988	-0.007829988
0.07160578	-0.007816058
0.08013183	-0.007801318
0.08856593	-0.007785659
0.09689626	-0.007768963
0.1051104	-0.007751104
0.1131955	-0.007731955
0.1211386	-0.007711386
0.1289269	-0.007689269
0.1365483	-0.007665483
0.1439914	-0.007639914
0.1512463	-0.007612463
0.1583045	-0.007583045
0.1651595	-0.007551595
0.1718065	-0.007518065
0.1782431	-0.007482431
0.1844685	-0.007444685
0.1904841	-0.007404841
0.1962926	-0.007362926
0.2018985	-0.007318985
0.2073073	-0.007273073
0.2125255	-0.007225255
0.2175604	-0.007175604
0.2224196	-0.007124196
0.227111	-0.00707111
0.2316427	-0.007016427
0.2360228	-0.006960228
0.2402593	-0.006902593
0.2443598	-0.006843598
0.2483318	-0.006783318
0.2521824	-0.006721824
0.2559184	-0.006659184
0.2595463	-0.006595463
0.2630722	-0.006530722
0.2665018	-0.006465018
0.2698405	-0.006398405
0.2730935	-0.006330935
0.2762653	-0.006262653
0.2793605	-0.006193605
0.2823832	-0.006123832
0.2853373	-0.006053373
0.2882265	-0.005982265
0.2910541	-0.005910541
0.2938233	-0.005838233
0.2965371	-0.005765371
0.2991983	-0.005691983
0.3018094	-0.005618094
0.3043729	-0.005543729
0.306891	-0.00546891
0.309366	-0.00539366
0.3117997	-0.005317997
0.3141942	-0.005241942
0.3165511	-0.005165511
0.3188721	-0.005088721
0.3211587	-0.005011587
0.3234126	-0.004934126
0.3256349	-0.004856349
0.3278271	-0.004778271
0.3299904	-0.004699904
0.3321259	-0.004621259
0.3342348	-0.004542348
0.336318	-0.00446318
0.3383766	-0.004383766
0.3404115	-0.004304115
0.3424236	-0.004224236
0.3444137	-0.004144137
0.3463826	-0.004063826
0.3483311	-0.003983311
0.3502599	-0.003902599
0.3521697	-0.003821697
0.3540611	-0.003740611
0.3559347	-0.003659347
0.3577912	-0.003577912
0.359631	-0.00349631
0.3614548	-0.003414548
0.363263	-0.00333263
0.3650562	-0.003250562
0.3668348	-0.003168348
0.3685992	-0.003085992
0.3703499	-0.003003499
0.3720872	-0.002920872
0.3738117	-0.002838117
0.3755236	-0.002755236
0.3772233	-0.002672233
0.3789112	-0.002589112
0.3805875	-0.002505875
0.3822527	-0.002422527
0.383907	-0.00233907
0.3855507	-0.002255507
0.3871841	-0.002171841
0.3888074	-0.002088074
0.390421	-0.00200421
0.392025	-0.00192025
0.3936198	-0.001836198
0.3952055	-0.001752055
0.3967824	-0.001667824
0.3983507	-0.001583507
0.3999106	-0.001499106
0.4014622	-0.001414622
0.4030059	-0.001330059
0.4045418	-0.001245418
0.4060701	-0.001160701
0.4075909	-0.001075909
0.4091044	-0.0009910444
0.4106108	-0.0009061085
0.4121103	-0.000821103
0.413603	-0.0007360295
0.415089	-0.0006508895
0.4165684	-0.0005656844
0.4180416	-0.0004804156
0.4195084	-0.0003950844
0.4209692	-0.0003096922
0.422424	-0.0002242402
0.423873	-0.0001387298
0.4253162	-0.000053162
0.4267538	0.000032462
0.4281859	0.000118141
0.4296126	0.0002038739
0.431034	0.0002896596
0.4324503	0.0003754972
0.4338614	0.0004613857
0.4352676	0.000547324
0.4366689	0.0006333112
0.4380654	0.0007193464
0.4394571	0.0008054286
0.4408443	0.0008915571
0.4422269	0.0009777309
0.4436051	0.001063949
0.4449789	0.001150211
0.4463484	0.001236516
0.4477136	0.001322864
0.4490748	0.001409252
0.4504318	0.001495682
0.4517849	0.001582151
0.453134	0.00166866
0.4544793	0.001755207
0.4558207	0.001841793
0.4571585	0.001928415
0.4584925	0.002015075
0.459823	0.00210177
0.4611499	0.002188501
0.4624733	0.002275267
0.4637932	0.002362068
0.4651098	0.002448902
0.466423	0.00253577
0.467733	0.00262267
0.4690397	0.002709603
0.4703433	0.002796567
0.4716437	0.002883563
0.4729411	0.002970589
0.4742354	0.003057646
0.4755267	0.003144733
0.4768151	0.003231849
0.4781006	0.003318994
0.4793833	0.003406167
0.4806631	0.003493369
0.4819402	0.003580598
0.4832145	0.003667855
0.4844861	0.003755139
0.4857551	0.003842449
0.4870215	0.003929785
0.4882853	0.004017147
0.4895465	0.004104535
0.4908052	0.004191948
0.4920615	0.004279385
0.4933153	0.004366847
0.4945667	0.004454333
0.4958158	0.004541842
0.4970625	0.004629375
0.4983069	0.004716931
0.499549	0.00480451
0.5007889	0.004892111
0.5020265	0.004979735
0.503262	0.00506738
0.5044953	0.005155047
0.5057264	0.005242736
0.5069555	0.005330445
0.5081824	0.005418176
0.5094074	0.005505926
0.5106303	0.005593697
0.5118511	0.005681489
0.5130701	0.005769299
0.514287	0.00585713
0.515502	0.00594498
0.5167152	0.006032848
0.5179264	0.006120736
0.5191358	0.006208642
0.5203433	0.006296567
0.5215491	0.006384509
0.522753	0.00647247
0.5239552	0.006560448
0.5251556	0.006648444
0.5263543	0.006736457
0.5275512	0.006824488
0.5287465	0.006912535
0.5299401	0.007000599
0.531132	0.00708868
0.5323224	0.007176776
0.5335111	0.007264889
0.5346982	0.007353018
0.5358837	0.007441163
0.5370676	0.007529324
0.5382501	0.007617499
0.5394309	0.007705691
0.5406103	0.007793897
0.5417882	0.007882118
0.5429646	0.007970354
0.5441395	0.008058605
0.545313	0.00814687
0.5464851	0.008235149
0.5476557	0.008323443
0.548825	0.00841175
0.5499928	0.008500072
0.5511593	0.008588407
0.5523244	0.008676756
0.5534882	0.008765118
0.5546506	0.008853494
0.5558117	0.008941883
0.5569716	0.009030284
0.5581301	0.009118699
0.5592874	0.009207126
0.5604433	0.009295567
0.5615981	0.009384019
0.5627516	0.009472484
0.5639039	0.009560961
0.5650549	0.009649451
0.5662048	0.009737952
0.5673534	0.009826466
0.5685009	0.009914991
0.5696472	0.01000353
0.5707924	0.01009208
0.5719364	0.01018064
0.5730793	0.01026921
0.574221	0.01035779
0.5753617	0.01044638
0.5765012	0.01053499
0.5776396	0.0106236
0.578777	0.01071223
0.5799133	0.01080087
0.5810485	0.01088952
0.5821826	0.01097817
0.5833158	0.01106684
0.5844479	0.01115552
0.5855789	0.01124421
0.586709	0.01133291
0.587838	0.01142162
0.588966	0.01151034
0.5900931	0.01159907
0.5912192	0.01168781
0.5923443	0.01177656
0.5934684	0.01186532
0.5945916	0.01195408
0.5957138	0.01204286
0.5968351	0.01213165
0.5979555	0.01222044
0.599075	0.01230925
0.6001935	0.01239807
0.6013111	0.01248689
0.6024279	0.01257572
0.6035437	0.01266456
0.6046587	0.01275341
0.6057727	0.01284227
0.606886	0.01293114
0.6079983	0.01302002
0.6091098	0.0131089
0.6102205	0.0131978
0.6113303	0.0132867
0.6124392	0.01337561
0.6135474	0.01346453
0.6146547	0.01355345
0.6157613	0.01364239
0.616867	0.01373133
0.6179719	0.01382028
