# Values for 1kHz
# ln(1+((V_1 - 0.6)/(|V_2|+0.6))) vs t_s
0.346	13.000
0.461	22.000
0.591	28.000
0.740	36.000
0.916	51.000
1.130	69.000
1.402	87.000
1.776	118.000
