# Data taken from Output of Hall-Effect Sensor
# Distance (cm) - Voltage (V)
15.0 -0.01
11.0 -0.04
8.7 -0.07
7.5 -0.12
6.5 -0.17
5.8 -0.24
5.3 -0.30
4.7 -0.41
4.3 -0.51
4.0 -0.63
3.7 -0.82
3.3 -1.09
3.0 -1.35
2.7 -1.71
2.3 -2.35
2.0 -3.05
1.7 -3.44
1.3 -6.61
1.0 -11.05
0.7 -11.97

